,Name,Brand,Model,Battery,Screen,Touchscreen,Resolution_x,Resolution_y,Processor_Cores,RAM,Storage,Rear_Camera,Front_Camera,OS,Wi_Fi,Bluetooth,GPS,SIMs,H_3G,LTE_4G,Price
646,Samsung Galaxy A20,Samsung,Galaxy A20,4000,6.40,Yes,720,1560,8,3000,32.000,13.00,8.00,Android,Yes,Yes,No,1,No,No,9900
647,Vivo Y91i,Vivo,Y91i,4030,6.22,Yes,720,1520,8,2000,16.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,6799
648,Panasonic Eluga Ray 800,Panasonic,Eluga Ray 800,4000,5.50,Yes,1080,1920,8,4000,64.000,13.00,8.00,Android,Yes,Yes,No,2,Yes,Yes,6488
649,Lava Z40,Lava,Z40,2250,4.00,Yes,400,800,4,1000,8.000,2.00,2.00,Android,Yes,Yes,Yes,2,Yes,Yes,3499
650,Gionee F205 Pro,Gionee,F205 Pro,3000,5.45,Yes,720,1440,4,2000,16.000,13.00,5.00,Android,Yes,Yes,Yes,1,No,No,4488
651,Tecno Camon iAce 2X,Tecno,Camon iAce 2X,3050,5.50,Yes,720,1440,4,3000,32.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,5899
652,Tecno Camon iAce 2,Tecno,Camon iAce 2,3050,5.50,Yes,720,1440,4,2000,32.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,5199
653,Coolpad Cool 3,Coolpad,Cool 3,3000,5.71,Yes,720,1520,8,3000,32.000,8.00,5.00,Android,Yes,Yes,No,2,No,No,4649
654,Vivo Y91,Vivo,Y91,4030,6.22,Yes,720,1520,8,2000,32.000,13.00,8.00,Android,Yes,Yes,No,2,Yes,Yes,8349
655,Itel A44 Air,Itel,A44 Air,2400,5.45,Yes,480,960,4,1000,8.000,5.00,2.00,Android,Yes,Yes,Yes,2,Yes,Yes,3751
656,Oppo R15 Pro,Oppo,R15 Pro,3400,6.28,Yes,1080,2280,8,6000,128.000,20.00,20.00,Android,Yes,Yes,Yes,2,Yes,Yes,14299
657,10.or G2,10.or,G2,5000,6.18,Yes,1080,2246,8,4000,64.000,16.00,12.00,Android,Yes,Yes,Yes,2,Yes,Yes,7999
658,Xolo Era 4X,Xolo,Era 4X,3000,5.45,Yes,720,1440,4,1000,16.000,8.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,3999
659,Micromax Infinity N11,Micromax,Infinity N11,4000,6.19,Yes,720,1500,8,2000,32.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,5899
660,Tambo TA-3,Tambo,TA-3,2100,4.95,Yes,480,960,4,1000,16.000,5.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,3790
661,Tambo TA-2,Tambo,TA-2,2500,5.00,Yes,480,854,8,1000,8.000,5.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,3400
662,Meizu M6T,Meizu,M6T,3300,5.70,Yes,720,1440,8,3000,32.000,13.00,8.00,Android,Yes,Yes,No,2,Yes,Yes,8999
663,Meizu C9,Meizu,C9,3000,5.45,Yes,720,1440,4,2000,16.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,3539
664,Motorola Moto G7 Power,Motorola,Moto G7 Power,5000,6.20,Yes,720,1520,8,3000,32.000,12.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,10870
665,Motorola Moto G7,Motorola,Moto G7,3000,6.20,Yes,1080,2270,8,4000,64.000,12.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,8961
666,Itel A44 Power,Itel,A44 Power,4000,5.45,Yes,480,960,4,1000,8.000,5.00,2.00,Android,Yes,Yes,Yes,2,Yes,Yes,3990
667,Vivo Y95,Vivo,Y95,4030,6.22,Yes,720,1520,8,4000,64.000,13.00,20.00,Android,Yes,Yes,Yes,1,No,No,10499
668,Lava Z81,Lava,Z81,3000,5.70,Yes,720,1440,4,2000,16.000,13.00,13.00,Android,Yes,Yes,Yes,2,Yes,Yes,6999
669,Vivo Y93,Vivo,Y93,4030,6.20,Yes,720,1580,8,3000,64.000,13.00,8.00,Android,Yes,Yes,Yes,1,No,No,9950
670,Micromax Bharat 5 Infinity Edition,Micromax,Bharat 5 Infinity Edition,5000,5.45,Yes,720,1440,4,1000,16.000,5.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,4699
671,Micromax Spark Go,Micromax,Spark Go,2000,5.00,Yes,480,854,4,1000,8.000,5.00,2.00,Android,Yes,Yes,Yes,2,Yes,Yes,3099
672,Panasonic Eluga Z1 Pro,Panasonic,Eluga Z1 Pro,4000,6.19,Yes,720,1500,8,4000,64.000,13.00,8.00,Android,Yes,Yes,No,2,Yes,Yes,8490
673,Panasonic Eluga Z1,Panasonic,Eluga Z1,4000,6.19,Yes,720,1500,8,3000,32.000,13.00,8.00,Android,Yes,Yes,No,2,Yes,Yes,6990
674,Panasonic Eluga Ray 530,Panasonic,Eluga Ray 530,3000,5.70,Yes,720,1440,4,3000,32.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,8999
675,Razer Phone 2,Razer,Phone 2,4000,5.72,Yes,1440,2560,8,8000,64.000,12.00,8.00,Android,Yes,Yes,Yes,1,Yes,Yes,54990
676,iVoomi Z1,iVoomi,Z1,2800,5.67,Yes,720,1498,4,2000,16.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,4490
677,Panasonic Eluga X1,Panasonic,Eluga X1,3000,6.18,Yes,1080,2246,8,4000,64.000,16.00,16.00,Android,Yes,Yes,Yes,2,Yes,Yes,8899
678,Intex Staari 11,Intex,Staari 11,2400,5.00,Yes,720,1280,4,2000,16.000,8.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,6999
679,iVoomi iPro,iVoomi,iPro,2000,4.95,Yes,480,960,4,1000,8.000,5.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,2999
680,Vivo V11,Vivo,V11,3315,6.30,Yes,1080,2340,8,6000,64.000,16.00,25.00,Android,Yes,Yes,Yes,2,Yes,Yes,14229
681,Motorola One,Motorola,One,3000,5.90,Yes,720,1440,8,4000,64.000,13.00,8.00,Android,Yes,Yes,No,1,No,No,9490
682,HTC U12 Life,HTC,U12 Life,3600,6.00,Yes,1080,2160,8,4000,64.000,16.00,13.00,Android,Yes,Yes,Yes,2,No,No,12990
683,Yu Ace,Yu,Ace,4000,5.45,Yes,720,1440,4,2000,16.000,13.00,5.00,Android,Yes,Yes,Yes,2,No,Yes,3999
684,Homtom H5,Homtom,H5,3300,5.50,Yes,720,1440,8,3000,32.000,16.00,8.00,Android,Yes,Yes,No,2,Yes,Yes,4840
685,Homtom H3,Homtom,H3,3500,5.50,Yes,720,1440,8,3000,32.000,13.00,8.00,Android,Yes,Yes,No,2,Yes,Yes,4900
686,Homtom H1,Homtom,H1,3000,5.50,Yes,640,1280,8,2000,16.000,13.00,8.00,Android,Yes,Yes,No,2,Yes,Yes,3749
687,Lava Z60s,Lava,Z60s,2500,5.00,Yes,720,1080,4,1000,16.000,5.00,5.00,Android,Yes,Yes,Yes,1,No,No,4890
688,Itel A22 Pro,Itel,A22 Pro,2400,5.00,Yes,480,960,4,2000,16.000,5.00,2.00,Android,Yes,Yes,Yes,2,Yes,Yes,4350
689,Itel A45,Itel,A45,2700,5.45,Yes,720,1440,4,1000,8.000,5.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,4999
690,Samsung Galaxy A8 Star,Samsung,Galaxy A8 Star,3700,6.28,Yes,1880,2220,8,6000,64.000,16.00,24.00,Android,Yes,Yes,Yes,2,No,No,20800
691,Vivo Y83 Pro,Vivo,Y83 Pro,3260,6.22,Yes,720,1520,8,4000,64.000,13.00,8.00,Android,Yes,Yes,Yes,1,No,No,13950
692,Tecno Camon iSky 2,Tecno,Camon iSky 2,3050,5.50,Yes,720,1440,4,2000,16.000,13.00,13.00,Android,Yes,Yes,No,2,Yes,Yes,5899
693,Tecno Camon iACE,Tecno,Camon iACE,3050,5.50,Yes,720,1440,4,2000,16.000,13.00,8.00,Android,Yes,Yes,No,2,Yes,Yes,4599
694,Oppo R17,Oppo,R17,3500,6.40,Yes,1080,2280,8,8000,128.000,16.00,25.00,Android,Yes,Yes,Yes,1,No,No,17990
695,Meizu 16,Meizu,16,3010,6.00,Yes,1080,2160,8,6000,64.000,12.00,20.00,Android,Yes,Yes,Yes,2,Yes,Yes,19490
696,BlackBerry Evolve,BlackBerry,Evolve,4000,5.99,Yes,1080,2160,8,4000,64.000,13.00,16.00,Android,Yes,Yes,Yes,1,No,No,13999
697,Samsung Galaxy On8 (2018),Samsung,Galaxy On8 (2018),3500,6.00,Yes,720,1480,8,4000,64.000,16.00,16.00,Android,Yes,Yes,Yes,2,Yes,Yes,19990
698,Tecno Camon iTwin,Tecno,Camon iTwin,4000,6.00,Yes,720,1440,4,3000,32.000,13.00,13.00,Android,Yes,Yes,Yes,2,Yes,Yes,8990
699,Vivo Y71i,Vivo,Y71i,3285,6.00,Yes,720,1440,4,2000,16.000,8.00,5.00,Android,No,Yes,No,1,No,No,7500
700,Alcatel 5V,Alcatel,5V,4000,6.20,Yes,720,1500,8,3000,32.000,12.00,8.00,Android,Yes,Yes,Yes,1,No,No,12999
701,Intex Infie 33,Intex,Infie 33,3000,5.34,Yes,480,960,4,1000,8.000,5.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,3499
702,Intex Infie 3,Intex,Infie 3,2000,4.95,Yes,480,960,4,1000,8.000,5.00,2.00,Android,Yes,Yes,Yes,2,Yes,Yes,3450
703,Oppo A3s,Oppo,A3s,4230,6.20,Yes,720,1520,8,2000,16.000,13.00,8.00,Android,Yes,Yes,Yes,1,No,No,7450
704,Oppo A5,Oppo,A5,4230,6.20,Yes,720,1520,8,4000,32.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,8990
705,Vivo Z10,Vivo,Z10,3225,6.00,Yes,720,1440,8,4000,32.000,16.00,24.00,Android,Yes,Yes,Yes,1,No,No,7994
706,Samsung Galaxy On6,Samsung,Galaxy On6,3000,5.60,Yes,720,1480,8,4000,64.000,13.00,8.00,Android,Yes,Yes,No,2,Yes,Yes,17600
707,Alcatel 1,Alcatel,1,2000,5.00,Yes,480,960,4,1000,8.000,5.00,2.00,Android,Yes,Yes,Yes,1,Yes,Yes,3499
708,Vivo Y81,Vivo,Y81,3260,6.22,Yes,720,1520,8,3000,32.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,9790
709,Panasonic P90,Panasonic,P90,2400,5.00,Yes,720,1280,4,1000,16.000,5.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,3899
710,Lephone Dazen 6A,Lephone,Dazen 6A,3000,5.70,Yes,720,1440,4,2000,16.000,13.00,5.00,Android,Yes,Yes,Yes,1,No,No,7900
711,Comio C1 Pro,Comio,C1 Pro,2500,5.00,Yes,720,1440,4,1000,16.000,8.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,6499
712,iVoomi V5,iVoomi,V5,2800,5.00,Yes,480,854,4,1000,8.000,5.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,2999
713,LG Q Stylus+,LG,Q Stylus+,3300,6.20,Yes,1080,2160,8,4000,64.000,16.00,5.00,Android,Yes,Yes,Yes,1,No,No,16999
714,LG Q Stylus,LG,Q Stylus,3300,6.20,Yes,1080,2160,8,3000,32.000,16.00,5.00,Android,Yes,Yes,Yes,1,No,No,14999
715,Lenovo A5,Lenovo,A5,4000,5.45,Yes,720,1440,4,2000,16.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,5300
716,Nokia 3.1,Nokia,3.1,2990,5.20,Yes,720,1440,8,2000,16.000,13.00,8.00,Android,Yes,Yes,Yes,1,No,No,5994
717,Aqua Jazz,Aqua,Jazz,2800,5.00,Yes,720,1280,4,1000,16.000,13.00,5.00,Android,Yes,Yes,No,1,No,No,4599
718,Vivo Y83,Vivo,Y83,3260,6.22,Yes,720,1520,8,4000,32.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,10399
719,BlackBerry KEY2,BlackBerry,KEY2,3500,4.50,Yes,1080,1620,8,4000,64.000,12.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,19994
720,Mobiistar CQ,Mobiistar,CQ,3000,5.00,Yes,720,1280,4,2000,16.000,8.00,13.00,Android,Yes,Yes,No,2,Yes,Yes,4294
721,Micromax Bharat Go,Micromax,Bharat Go,2000,4.50,Yes,480,854,4,1000,8.000,5.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,3789
722,iVoomi i2,iVoomi,i2,4000,5.45,Yes,720,1440,4,3000,32.000,13.00,8.00,Android,Yes,Yes,Yes,2,No,Yes,4299
723,LG Q7+,LG,Q7+,3000,5.50,Yes,1080,2160,8,4000,64.000,16.00,5.00,Android,Yes,Yes,Yes,1,No,No,11849
724,LG Q7,LG,Q7,3000,5.50,Yes,1080,2160,8,3000,32.000,13.00,8.00,Android,Yes,Yes,Yes,1,No,No,8875
725,HTC U12+,HTC,U12+,3500,6.00,Yes,1440,2880,8,6000,64.000,12.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,74990
726,Nokia X6,Nokia,X6,3060,5.80,Yes,1080,2280,8,4000,32.000,16.00,16.00,Android,Yes,Yes,Yes,2,Yes,Yes,6999
727,Kult Impulse,Kult,Impulse,4000,5.99,Yes,720,1440,4,3000,32.000,13.00,13.00,Android,Yes,Yes,Yes,2,No,No,4378
728,Samsung Galaxy J4,Samsung,Galaxy J4,3000,5.50,Yes,720,1280,4,2000,16.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,6924
729,Karbonn Frames S9,Karbonn,Frames S9,2900,5.20,Yes,720,1280,4,2000,16.000,8.00,8.00,Android,Yes,Yes,Yes,2,No,No,6999
730,Intex Staari 10,Intex,Staari 10,2800,5.20,Yes,720,1280,4,3000,32.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,4999
731,Panasonic P95,Panasonic,P95,2300,5.00,Yes,720,1280,4,1000,16.000,8.00,5.00,Android,Yes,Yes,Yes,2,No,No,3675
732,LG G7 ThinQ,LG,G7 ThinQ,3000,6.10,Yes,1440,3120,8,4000,64.000,16.00,8.00,Android,Yes,Yes,Yes,2,No,No,35999
733,Samsung Galaxy A6,Samsung,Galaxy A6,3000,5.60,Yes,720,1480,8,4000,32.000,16.00,16.00,Android,Yes,Yes,Yes,1,No,No,12999
734,Samsung Galaxy J2 (2018),Samsung,Galaxy J2 (2018),2600,5.00,Yes,540,960,4,2000,16.000,8.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,6799
735,Vivo Y53i,Vivo,Y53i,2500,5.00,Yes,540,960,4,2000,16.000,8.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,7706
736,Vivo V9 Youth,Vivo,V9 Youth,3260,6.30,Yes,1080,2280,8,4000,32.000,16.00,16.00,Android,Yes,Yes,Yes,2,Yes,Yes,8990
737,Moto E5,Motorola,Moto E5,4000,5.70,Yes,720,1440,4,2000,16.000,13.00,5.00,Android,Yes,Yes,No,2,Yes,Yes,7950
738,Vivo Y71,Vivo,Y71,3360,6.00,Yes,720,1440,4,3000,16.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,8500
739,Coolpad A1,Coolpad,A1,2500,5.00,Yes,720,1280,4,2000,16.000,8.00,5.00,Android,Yes,Yes,No,1,No,No,4590
740,Samsung Galaxy J7 Duo,Samsung,Galaxy J7 Duo,3000,5.50,Yes,720,1280,8,4000,32.000,13.00,8.00,Android,Yes,Yes,Yes,2,No,No,10640
741,Honor 7A,Honor,7A,3000,5.70,Yes,720,1440,8,2000,32.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,6999
742,Lava Z91,Lava,Z91,3000,5.70,Yes,720,1440,4,2000,16.000,13.00,8.00,Android,No,No,No,2,No,No,7999
743,Oppo A83 (2018),Oppo,A83 (2018),3180,5.70,Yes,720,1440,8,2000,16.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,9490
744,LG K9,LG,K9,2500,5.00,Yes,720,1280,4,2000,16.000,8.00,5.00,Android,Yes,Yes,No,2,Yes,Yes,6299
745,Samsung Galaxy J7 Prime 2,Samsung,Galaxy J7 Prime 2,3300,5.50,Yes,1080,1920,8,3000,32.000,13.00,13.00,Android,Yes,Yes,Yes,2,Yes,Yes,10500
746,Intex Aqua Lions E3,Intex,Aqua Lions E3,2500,5.00,Yes,720,1280,4,2000,16.000,8.00,5.00,Android,Yes,Yes,Yes,2,No,No,3999
747,Itel A44 Pro,Itel,A44 Pro,2400,5.45,Yes,720,1440,4,2000,16.000,8.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,3890
748,Itel A44,Itel,A44,2400,5.45,Yes,480,960,4,1000,8.000,5.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,6600
749,Moto G6 Plus,Motorola,Moto G6 Plus,3200,5.93,Yes,1080,2160,8,4000,64.000,12.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,12900
750,Lava Z50,Lava,Z50,2000,4.50,Yes,480,854,4,1000,8.000,5.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,4540
751,Sony Xperia XZ2,Sony,Xperia XZ2,3180,5.70,Yes,1080,2160,8,4000,64.000,19.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,57900
752,Nokia 8110 4G,Nokia,8110 4G,1500,2.45,No,240,320,2,512,4.000,2.00,0.00,Cyanogen,Yes,Yes,Yes,2,Yes,Yes,2999
753,Alcatel 3V,Alcatel,3V,3000,6.00,Yes,1080,2160,4,3000,32.000,16.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,10999
754,Alcatel 3X,Alcatel,3X,3000,5.70,Yes,720,1440,4,3000,32.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,9999
755,Cat S61,Cat,S61,4500,5.20,Yes,1080,1920,8,4000,64.000,16.00,8.00,Android,Yes,Yes,No,1,No,No,67900
756,Karbonn Titanium Jumbo 2,Karbonn,Titanium Jumbo 2,4000,5.50,Yes,720,1280,4,2000,16.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,8226
757,Celkon UniQ,Celkon,UniQ,2700,5.00,Yes,720,1280,4,3000,32.000,16.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,7249
758,Comio C2 Lite,Comio,C2 Lite,3900,5.00,Yes,720,1280,4,1000,16.000,8.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,5999
759,Comio S1 Lite,Comio,S1 Lite,3050,5.00,Yes,720,1280,4,2000,32.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,5399
760,Ziox Duopix F9,Ziox,Duopix F9,2500,5.00,Yes,720,1280,4,1000,16.000,8.00,8.00,Android,Yes,Yes,Yes,1,No,No,3599
761,Intex Aqua Lions T1 Lite,Intex,Aqua Lions T1 Lite,2200,5.00,Yes,720,1280,4,1000,8.000,5.00,2.00,Android,Yes,Yes,Yes,1,No,No,3799
762,Panasonic P100,Panasonic,P100,2200,5.00,Yes,720,1280,4,1000,16.000,8.00,5.00,Android,Yes,Yes,No,2,Yes,Yes,4499
763,InFocus A2,InFocus,A2,2400,5.00,Yes,720,1280,4,1000,8.000,5.00,5.00,Android,Yes,Yes,Yes,1,No,No,3899
764,Oppo A71 (2018),Oppo,A71 (2018),3000,5.20,Yes,720,1280,8,3000,16.000,13.00,5.00,Android,Yes,Yes,No,2,Yes,Yes,7999
765,Vivo Y53,Vivo,Y53,2500,5.00,Yes,540,960,4,2000,16.000,8.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,8490
766,Ziox Astra Star,Ziox,Astra Star,2350,5.00,Yes,480,854,4,1000,16.000,5.00,2.00,Android,Yes,Yes,Yes,2,Yes,Yes,3799
767,HTC U11 EYEs,HTC,U11 EYEs,3930,6.00,Yes,1080,2160,8,4000,64.000,12.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,19999
768,Karbonn Titanium Frames S7,Karbonn,Titanium Frames S7,3000,5.50,Yes,1080,1920,4,3000,32.000,13.00,13.00,Android,Yes,Yes,Yes,2,Yes,Yes,4799
769,iVoomi i1s,iVoomi,i1s,3000,5.45,Yes,640,1280,4,3000,32.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,4999
770,Sony Xperia L2,Sony,Xperia L2,3300,5.50,Yes,720,1280,4,3000,32.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,73300
771,Sony Xperia XA2 Ultra,Sony,Xperia XA2 Ultra,3580,6.00,Yes,1080,1920,8,4000,32.000,23.00,16.00,Android,Yes,Yes,Yes,2,Yes,Yes,74164
772,Micromax Bharat 5 Plus,Micromax,Bharat 5 Plus,5000,5.20,Yes,720,1280,4,2000,16.000,8.00,5.00,Android,Yes,Yes,Yes,1,No,No,4470
773,Gionee S10 Lite,Gionee,S10 Lite,3100,5.20,Yes,720,1280,4,4000,32.000,13.00,16.00,Android,Yes,Yes,Yes,2,Yes,Yes,6290
774,Ziox Duopix R1,Ziox,Duopix R1,2600,5.00,Yes,720,1280,4,1000,8.000,8.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,3199
775,Celkon Star 4G+,Celkon,Star 4G+,1800,4.00,Yes,480,800,4,512,4.000,3.20,2.00,Android,Yes,Yes,Yes,2,Yes,Yes,2999
776,Karbonn K9 Music 4G,Karbonn,K9 Music 4G,2200,5.00,Yes,480,854,4,1000,16.000,8.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,4190
777,Itel A20,Itel,A20,1700,4.00,Yes,480,800,4,1000,8.000,2.00,0.30,Android,Yes,Yes,Yes,2,Yes,Yes,3749
778,Jivi Revolution TnT3,Jivi,Revolution TnT3,2300,4.00,Yes,480,800,4,1000,8.000,5.00,2.00,Android,Yes,Yes,Yes,2,Yes,Yes,2550
779,Panasonic Eluga I9,Panasonic,Eluga I9,2500,5.00,Yes,720,1280,4,3000,32.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,5490
780,Intex Elyt E6,Intex,Elyt E6,4000,5.00,Yes,720,1280,4,3000,32.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,6729
781,Micromax Bharat 2 Plus,Micromax,Bharat 2 Plus,1600,4.00,Yes,480,800,4,1000,8.000,5.00,2.00,Android,Yes,Yes,Yes,2,Yes,Yes,2340
782,Micromax Canvas Infinity Pro,Micromax,Canvas Infinity Pro,3000,5.70,Yes,720,1440,8,4000,64.000,20.00,16.00,Android,Yes,Yes,Yes,2,Yes,Yes,6999
783,Kult Ambition,Kult,Ambition,2600,5.00,Yes,720,1280,4,3000,32.000,13.00,5.00,Android,Yes,Yes,No,2,Yes,Yes,3999
784,Micromax Bharat 5,Micromax,Bharat 5,5000,5.20,Yes,720,1280,4,1000,16.000,5.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,4790
785,Intex Elyt Dual,Intex,Elyt Dual,2400,5.00,Yes,720,1280,4,2000,16.000,8.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,5295
786,Gionee F205,Gionee,F205,2670,5.45,Yes,720,1440,8,2000,16.000,8.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,3999
787,Panasonic P91,Panasonic,P91,2500,5.00,Yes,720,1280,4,1000,16.000,8.00,5.00,Android,Yes,No,Yes,2,Yes,Yes,7990
788,Infinix Zero 5,Infinix,Zero 5,4350,5.98,Yes,1080,1920,8,6000,64.000,12.00,16.00,Android,Yes,Yes,Yes,2,Yes,Yes,12999
789,Intex Aqua Jewel 2,Intex,Aqua Jewel 2,2500,5.00,Yes,720,1280,4,2000,16.000,8.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,4970
790,Intex Aqua Lions T1,Intex,Aqua Lions T1,2700,5.20,Yes,480,854,4,1000,8.000,8.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,4495
791,Karbonn K9 Smart Eco,Karbonn,K9 Smart Eco,2300,5.00,Yes,480,854,4,1000,8.000,2.00,2.00,Android,Yes,Yes,Yes,2,Yes,Yes,2999
792,Karbonn K9 Smart Yuva,Karbonn,K9 Smart Yuva,2300,5.00,Yes,480,854,4,1000,8.000,5.00,2.00,Android,Yes,Yes,Yes,2,Yes,Yes,3800
793,Karbonn A1 Indian,Karbonn,A1 Indian,1500,4.00,Yes,480,800,4,1000,8.000,3.20,2.00,Android,Yes,Yes,Yes,2,Yes,Yes,2450
794,Billion Capture+,Billion,Capture+,3500,5.50,Yes,1080,1920,8,3000,32.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,4890
795,Zen Admire Unity,Zen,Admire Unity,2300,5.00,Yes,480,854,4,1000,8.000,5.00,2.00,Android,Yes,Yes,Yes,2,Yes,Yes,3999
796,Panasonic Eluga I5,Panasonic,Eluga I5,2500,5.00,Yes,720,1280,4,2000,16.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,8990
797,Itel S21,Itel,S21,2700,5.00,Yes,480,854,4,1000,16.000,8.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,4900
798,Panasonic Eluga A4,Panasonic,Eluga A4,5000,5.20,Yes,720,1280,4,3000,32.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,5935
799,Redmi Y1 Lite,Xiaomi,Redmi Y1 Lite,3080,5.50,Yes,720,1280,4,2000,16.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,5999
800,Huawei Holly 4 Plus,Huawei,Holly 4 Plus,4000,5.50,Yes,720,1290,4,3000,32.000,12.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,14990
801,Karbonn K9 Smart Selfie,Karbonn,K9 Smart Selfie,2300,5.00,Yes,480,854,4,1000,8.000,5.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,3282
802,Celkon Smart 4G,Celkon,Smart 4G,1500,4.00,Yes,480,800,4,1000,8.000,3.20,2.00,Android,Yes,Yes,No,2,Yes,Yes,3199
803,Sony Xperia R1 Plus,Sony,Xperia R1 Plus,2620,5.20,Yes,720,1280,8,3000,32.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,9500
804,Sony Xperia R1,Sony,Xperia R1,2620,5.20,Yes,720,1280,8,2000,16.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,9990
805,Karbonn Titanium Jumbo,Karbonn,Titanium Jumbo,4000,5.00,Yes,720,1280,4,2000,16.000,13.00,8.00,Android,Yes,Yes,Yes,1,Yes,Yes,7490
806,Micromax Bharat-2 Ultra,Micromax,Bharat-2 Ultra,1300,4.00,Yes,480,800,4,512,4.000,2.00,0.30,Android,Yes,Yes,Yes,2,Yes,Yes,2299
807,Nokia 2,Nokia,2,4100,5.00,Yes,720,1280,4,1000,8.000,8.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,6999
808,Lephone W15,Lephone,W15,2000,5.00,Yes,720,1280,4,2000,16.000,8.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,3970
809,Xolo Era 3,Xolo,Era 3,2500,5.00,Yes,720,1280,4,1000,8.000,5.00,8.00,Android,Yes,Yes,Yes,1,Yes,Yes,5999
810,Xolo Era 2V,Xolo,Era 2V,3000,5.00,Yes,720,1280,4,2000,16.000,8.00,13.00,Android,Yes,Yes,Yes,2,Yes,Yes,7499
811,Xolo Era 3X,Xolo,Era 3X,3000,5.00,Yes,720,1280,4,3000,16.000,13.00,13.00,Android,Yes,Yes,Yes,2,Yes,Yes,8499
